ID_ALOJAMIENTO,TITULO_ALOJAMIENTO,TIPO_ALOJAMIENTO,ESPACIO_ALOJAMIENTO,UBICACION,PRECIO_USD,MAX_HUESPEDES,CANTIDAD_HABITACIONES,CANTIDAD_CAMAS,CANTIDAD_BAÑOS,ES_SUPER_ANFITRION,CANTIDAD_EVALUACIONES,CALIFICACION_GENERAL,CALIFICACION_LIMPIEZA,CALIFICACION_VERACIDAD,CALIFICACION_LLEGADA,CALIFICACION_COMUNICACION,CALIFICACION_UBICACION,CALIFICACION_CALIDAD_PRECIO,FLAG_RESERV_INMEDIATA,FLAG_LLEGADA_AUTONOMA,FLAG_CANCELAC_GRATUITA,FLAG_ACEPT_MASCOTAS
52736733,Kite Beach Condo -Porta del Mare - CÓMODO 1 dormitorio,Apartamento,Alojamiento entero,Puerto Plata,85,4,1,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
8.42081E+17,Royal Terrace Queen l,Apartamento,Alojamiento entero,Puerto Plata,31,3,1,1,1,1,9,4.89,5,4.9,5,5,4.8,4.9,1,1,1,0
9.75983E+17,Apartamento Sully,Casa,Alojamiento entero,Puerto Plata,120,6,3,4,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
5.97251E+17,La mejor piscina privada de la villa/azotea/seguridad/WIFI y barbacoa,Apartamento,Alojamiento entero,Puerto Plata,199,10,3,6,3,0,12,4.92,4.9,4.9,4.8,5,4.8,4.7,1,1,1,1
8.00673E+17,"Estudio con aire acondicionado, televisión e internet.",Apartamento,Alojamiento entero,Cabarete,95,2,1,1,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
1.12634E+18,Acogedor apartamento con increíbles vistas al mar/ D6,Apartamento,Alojamiento entero,Puerto Plata,60,3,No encontrado,No encontrado,1,0,3,4.67,5,5,5,5,5,4.7,1,1,1,0
45145630,A204 Tranquilo,Apartamento,Alojamiento entero,Puerto Plata,28,2,1,3,1,1,7,4.71,4.7,4.4,4.4,4.7,4,4.6,0,1,0,0
8.77499E+17,Casa de invitados para comer • Sala para tomar el sol •,Hostal,Habitación,Santo Domingo,50,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
9.71909E+17,Casa en Boca Chica completamente privada 3 br/2ba,Apartamento,Alojamiento entero,Santo Domingo,45,6,3,4,2,0,8,4.13,4.1,4.2,4.4,4.5,4.1,4.2,1,1,0,0
7.96933E+17,Estudio barato en el corazón de Cabarete,Hostal,Alojamiento entero,Cabarete,69,2,1,1,1,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
7.94062E+17,¡Pasa el invierno en una acogedora villa tropical!,Apartotel,Alojamiento entero,Puerto Plata,590,9,4,4,4,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
15740728,"Condo Moosa à Vista del Caribe, Cabarete",Casa,Alojamiento entero,Puerto Plata,60,4,1,No encontrado,1,0,11,4.45,4.1,4.3,4.8,4.7,4.6,4.3,0,0,1,0
1.13535E+18,Hermosa Villa de lujo,Apartotel,Alojamiento entero,Puerto Plata,725,12,6,6,6,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
29100893,Habitaciones Imperiales Cabarete,Alojamiento,Habitación,Puerto Plata,225,7,3,3,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
1.06626E+18,de marte villa,Apartamento,Alojamiento entero,Santo Domingo,130,10,5,No encontrado,4,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
1.03839E+18,Descanso y disfrute familiar,Apartamento,Alojamiento entero,Guayacanes,130,8,2,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
6.015E+17,Agradable casa con vistas al océano,Hotel,Alojamiento entero,Samaná,100,4,2,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
7.95852E+17,"Apartamento de lujo frente a la playa Marbella, JD",Apartotel,Alojamiento entero,Juan Dolio,240,8,3,No encontrado,3,1,12,5,5,5,4.9,5,5,4.9,1,1,1,0
13649786,Apartamento terraza vista al mar playa Juan Dolio,Hotel,Alojamiento entero,Juan Dolio,75,6,1,3,1,0,58,4.41,4.5,4.3,4.7,4.7,4.4,4.5,0,1,1,1
48898276,Vista Caribe Juan Dolio,Apartamento,Alojamiento entero,Juan Dolio,121,6,2,4,2,0,38,4.92,4.9,4.9,5,5,5,4.9,0,1,1,0
1.0652E+18,Elimar Villa.,Apartamento,Alojamiento entero,Santo Domingo,57,4,1,2,1,0,No encontrado,No encontrado,4.5,4.9,4.6,4.9,5,4.9,0,0,1,0
9.38719E+17,Casa Palma *increíble piscina,Alojamiento,Alojamiento entero,La Romana,3000,16,7,7,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
29540877,Bastante sideGarden/OceanV Apart. 204-A (2do piso),Hotel,Alojamiento entero,Santo Domingo,95,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,1
1.04211E+18,Vista al mar,Apartamento,Alojamiento entero,Juan Dolio,60,4,1,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,1
39335104,Condominio privado Ocean Side Condo Internet/WIFI en la unidad,Apartamento,Alojamiento entero,Puerto Plata,98,6,2,3,2,0,121,4.73,4.7,4.8,4.8,4.8,4.9,4.8,1,1,0,0
1.13112E+18,Amoroso para 2,Apartotel,Alojamiento entero,Samaná,30,2,1,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,1
42218530,CASA COCO-MIRA Superior 2 Bedroom @ Casa Linda,Hostal,Alojamiento entero,Puerto Plata,174,4,2,2,2,0,49,4.92,4.9,4.9,4.9,5,4.8,4.8,1,1,0,1
12022896,Penthouse increible vista al mar en Sosua,Apartamento,Alojamiento entero,Puerto Plata,103,6,2,4,2,1,301,4.79,4.8,4.8,4.8,4.8,4.7,4.8,1,1,0,0
9.39689E+17,Encantador Apt con piscina,Alojamiento,Alojamiento entero,Santo Domingo,60,4,2,2,2,1,7,4.71,4.6,5,4.9,5,4.7,4.7,0,0,1,0
6.58012E+17,"Penthouse! Torre Las Velas, JD",Apartamento,Alojamiento entero,Juan Dolio,185,10,3,5,3,0,19,4.74,4.8,4.7,5,4.7,4.8,4.7,1,1,0,0
8.31403E+17,Apartamentos Carmen,Apartamento,Alojamiento entero,Samaná,80,4,2,2,1,1,18,5,5,5,4.9,5,4.8,5,0,0,1,0
52010631,Apto. recién remodelado 2 habs. en el 1 piso/ aire,Apartamento,Alojamiento entero,Bayahibe,70,5,2,3,1,1,No encontrado,No encontrado,4.9,4.9,4.8,4.9,4.7,4.8,0,1,1,1
7.39177E+17,"Villa de playa Esmeralda con piscina privada, barbacoa yservicio delimpieza.",Hotel,Alojamiento entero,Punta Cana,299,6,3,3,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,0
8.99205E+17,Hotel La Colonia 1Bed en la Zona Colonial,Apartotel,Habitación,Santo Domingo,65,2,1,1,1,0,9,4.44,4.2,4.3,4.8,4.3,5,4.1,1,1,0,0
1.06743E+18,Calle El Conde Grand Bazaar Queen Suit Room,Apartotel,Habitación,Santo Domingo,60,2,1,No encontrado,1,1,5,5,5,5,5,5,5,5,1,1,1,0
1.12454E+18,"“Escapada romántica en el histórico colonial, desayuno”",Apartamento,Habitación,Santo Domingo,65,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
54168143,Precioso 1 dormitorio con jacuzzi,Alojamiento,Alojamiento entero,Puerto Plata,No encontrado,2,1,No encontrado,1,1,No encontrado,No encontrado,4.7,4.8,4.8,4.9,4.7,4.7,1,0,0,0
1.11227E+18,Guest House A&H,Hotel,Alojamiento entero,Santo Domingo,28,2,1,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,1,0
53899191,"A 101, Apto con parqueadero y piscina social",Apartamento,Alojamiento entero,Punta Cana,50,5,2,3,1,0,118,4.76,4.9,4.8,4.8,4.8,4.6,4.8,1,1,0,0
8.81818E+17,Villa de 7 dormitorios con vistas panorámicas a la naturaleza,Casa,Alojamiento entero,Puerto Plata,504,14,7,9,No encontrado,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
1.05144E+18,Minicasa 3A,Apartotel,Alojamiento entero,Puerto Plata,62,4,1,3,1,1,18,4.89,5,4.9,5,5,4.7,4.9,0,1,0,0
9.16208E+17,Loft colonial Juan Pablo Duarte Santo Domingo #2,Apartamento,Alojamiento entero,Santo Domingo,45,2,1,1,1,1,21,4.76,4.8,4.9,5,5,4.7,4.7,0,1,1,0
1.11476E+18,Ático 602F WiFi gratuito + piscina,Apartamento,Alojamiento entero,Juan Dolio,108,8,3,3,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,0,0
24044225,Paradise At Marbella,Apartamento,Alojamiento entero,Juan Dolio,200,6,3,4,2,0,12,5,5,4.9,4.7,5,5,5,0,0,1,0
8.75318E+17,Xamana Rooms 1,Hotel,Habitación,Samaná,30,2,1,1,1,0,15,4.6,4.9,4.9,4.9,4.9,3.9,4.5,1,0,1,0
7.51085E+17,"Apartahotel de al lado, habitación tamaño queen con ventilador",Apartamento,Habitación,Punta Cana,36,No encontrado,No encontrado,1,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,0
6.8626E+17,Apartamento único con vista al mar y piscina en Encuentro,Apartamento,Alojamiento entero,Puerto Plata,110,3,1,3,1,0,14,4.79,4.9,4.9,4.9,4.9,4.6,4.9,0,1,1,0
8.71763E+17,Suite Coconut - Casa 22,Hotel,Habitación,Puerto Plata,105,2,1,1,1,0,3,5,5,5,5,5,5,5,1,1,0,1
7.76897E+17,La Caracola: apartamento en la azotea con jacuzzi cerca de la vida nocturna.,Hotel,Alojamiento entero,Santo Domingo,265,9,3,5,3,1,90,4.88,4.9,4.9,5,5,4.9,4.9,1,1,1,0
46058551,Bonito apartamento para 2 pers. en Boca Chica,Hotel,Alojamiento entero,Santo Domingo,120,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,0
1.01016E+18,Mi esquina ideal,Apartotel,Alojamiento entero,Santo Domingo,33,2,1,1,1,1,8,4.63,4.9,5,4.9,4.8,4.5,4.8,0,0,1,0
9.3034E+17,Departamento moderno con piscina - Baya Azul Bayahibe,Apartamento,Alojamiento entero,Bayahibe,No encontrado,4,1,2,1,0,5,5,4.8,5,5,5,5,4.8,1,0,1,0
1.14204E+18,Villa de 5 dormitorios en la cima de la colina con vista al mar,Apartamento,Alojamiento entero,Puerto Plata,193,14,5,8,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
9.66699E+17,2 habitaciones * Área de playa privada VIP *,Apartotel,Alojamiento entero,Punta Cana,99,4,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
33336875,PRECIOSO ESTUDIO EN LA ZONA COLONIAL,Apartamento,Alojamiento entero,Santo Domingo,40,2,1,1,1,0,288,4.75,4.8,4.8,4.9,4.9,4.8,4.8,1,1,0,0
42760694,CASA COCO-Tropico Superior 5 Master @ Casa Linda,Apartotel,Alojamiento entero,Puerto Plata,324,10,5,5,5,0,29,4.9,4.9,5,4.9,4.9,4.9,4.8,1,1,0,1
9.709E+17,White Marine Apartment Juan Dolio,Casa,Alojamiento entero,Juan Dolio,No encontrado,2,1,1,1,1,No encontrado,No encontrado,4.8,4.7,5,5,5,4.8,0,0,0,1
48115802,"Comodidad, tranquilidad y seguridad.",Apartamento,Alojamiento entero,La Romana,200,5,3,4,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,1
1.09089E+18,Estudio asequible con vista al mar,Apartamento,Alojamiento entero,Puerto Plata,38,2,1,1,1,0,No encontrado,No encontrado,4.8,4,4.2,4.8,3.8,4.8,0,0,0,0
24092853,"1 Hab con Terraza Común y BBQ, 350 mts a la playa",Apartamento,Alojamiento entero,Santo Domingo,44,2,1,1,1,1,55,4.93,5,5,5,4.9,4.9,4.9,1,1,1,0
1.15154E+18,Apartamento estilo Bali,Apartamento,Alojamiento entero,La Romana,72,11,3,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
47468248,Hermoso y acogedor estudio en El Conde,Apartamento,Alojamiento entero,Santo Domingo,55,4,1,2,1,0,4,5,5,5,5,5,5,5,0,0,0,1
35973265,Bahía Sosua 76,Apartamento,Alojamiento entero,Puerto Plata,150,8,2,4,1,1,6,5,4.8,4.8,5,5,5,4.8,1,0,1,0
1.10071E+18,Antiguo y moderno,Apartamento,Alojamiento entero,La Romana,1100,12,4,6,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
1.12458E+18,Lugar encantador para 3,Casa,Alojamiento entero,Samaná,40,3,1,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
6.59363E+17,PL 2 blanco perla SO Lux,Apartamento,Alojamiento entero,Puerto Plata,293,6,3,3,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,0
1.13085E+18,17D Vista al Mar+Piso Alto+Gran Piscina+TV,Hotel,Alojamiento entero,Juan Dolio,67,5,2,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,0
26950964,Disfruta de las ventajas VIP en un club vacacional de estilo de vida,Apartotel,Habitación,Puerto Plata,55,No encontrado,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,0
6.17533E+17,Precioso departamento de 2 habitaciones/estacionamiento gratuito en las instalaciones,Apartamento,Alojamiento entero,Punta Cana,75,3,2,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
1.03E+18,Casas del XVI,Apartamento,Habitación,Santo Domingo,300,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
6.95676E+17,"Estudio Apartamento con patio Zona Colonial AC, WiFi, TV",Apartotel,Alojamiento entero,Santo Domingo,23,2,1,No encontrado,1,1,116,4.98,5,5,5,5,5,5,1,0,1,0
5.89366E+17,Centro vacacional de playa de dos habitaciones,Apartamento,Alojamiento entero,Punta Cana,250,6,2,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,1,1,0
6.18972E+17,Precioso aparramento en juan dolio,Hostal,Alojamiento entero,Juan Dolio,120,3,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,0
8.39093E+17,Precioso apartamento de 2 dormitorios en el corazón de Kite Beach,Hotel,Alojamiento entero,Puerto Plata,120,5,2,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
7.03081E+17,Precioso ático de 2 dormitorios con vista al mar y piscina,Apartamento,Alojamiento entero,Santo Domingo,120,5,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,0,0
9.98794E+17,Aparta estudios Victoria,Apartamento,Alojamiento entero,Puerto Plata,65,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
9.70649E+17,"Explora con comodidad: Hotel Guarocuya, unidad de 1 cama",Hostal,Habitación,Santo Domingo,25,2,1,1,1,0,No encontrado,No encontrado,4.2,3.8,4.4,3.9,4.4,4.1,1,1,1,1
1.16172E+18,Departamento Vacacional,Hotel,Alojamiento entero,Santo Domingo,72,6,2,2,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
53508879,Apartamento frente al mar 3BR - Marbella Juan Dolio,Apartotel,Alojamiento entero,Juan Dolio,230,8,3,5,3,1,49,4.82,4.8,4.9,4.5,4.9,4.9,4.8,0,0,0,0
54156619,LOFT EN CIUDAD COLONIAL A TU GUSTO.,Apartamento,Habitación,Santo Domingo,49,3,1,2,1,1,207,4.96,5,5,5,5,4.9,4.9,1,1,1,0
1.13925E+18,Amoroso para 4,Apartotel,Alojamiento entero,Samaná,40,4,1,2,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
34204356,WOW! High End 2 dormitorios. 2 baños condominio privado con piscina,Apartotel,Alojamiento entero,Santo Domingo,119,4,2,2,2,0,No encontrado,No encontrado,4.9,4.9,4.6,4.5,4.9,4.9,1,0,0,1
1.14375E+18,Acogedor apartamento con increíbles vistas al mar / C6,Apartamento,Alojamiento entero,Puerto Plata,37,3,1,No encontrado,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
7.33488E+17,Refugio Tranquilo/Jacuzzi/BBQ,Apartamento,Alojamiento entero,Samaná,72,3,1,1,1,0,6,4.67,4.7,4.7,5,5,4.3,4.8,1,1,1,1
5.49142E+17,"Lugar encantador con playa privada, piscina y bar.",Apartamento,Alojamiento entero,Bayahibe,120,5,2,No encontrado,2,0,17,4.53,4.7,4.7,4.7,4.7,4.9,4.7,1,0,1,0
1.06513E+18,Miraculous Beachfront Apartment,Apartamento,Alojamiento entero,Juan Dolio,89,6,2,3,2,0,5,3.8,4.4,4.6,4.2,4.4,4.8,3.4,1,0,1,0
5.85587E+17,"Hermosa, moderna Casa  Residencial las Orquideas",Hostal,Alojamiento entero,La Romana,135,4,2,2,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
46082451,"Apartamento de 2 dormitorios excepcional, vista a la piscina (B)",Apartamento,Alojamiento entero,Puerto Plata,122,4,2,3,2,0,38,4.74,5,4.7,4.8,4.5,4.9,4.8,1,0,1,0
8.85019E+17,"Hospédate aquí en Las Palmeras, Boca Chica!",Casa,Alojamiento entero,Santo Domingo,No encontrado,2,1,No encontrado,1,1,35,5,5,5,5,5,5,4.9,1,1,0,0
42657270,CASA COCO-PALMA Superior 2 Dormitorios @ Casa Linda,Apartotel,Alojamiento entero,Puerto Plata,174,4,2,2,2,0,28,4.93,4.9,4.9,4.9,5,4.9,4.9,1,1,0,1
1.0282E+18,Apartamento Escape Caribe,Hotel,Alojamiento entero,Puerto Plata,150,6,2,3,2,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,1
40515973,¡¡Hogar dulce hogar!!,Apartotel,Alojamiento entero,Puerto Plata,50,4,2,2,1,0,12,5,5,5,5,5,5,5,1,0,1,0
1.15062E+18,Departamento en Cap Cana,Hotel,Alojamiento entero,Punta Cana,155,4,2,No encontrado,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
54207575,"AQUA 4, joya junto a la playa: retiro de 1 dormitorio",Alojamiento,Alojamiento entero,Puerto Plata,60,2,1,No encontrado,1,0,53,4.62,4.9,4.7,4.7,4.9,4.8,4.7,1,1,1,0
6.01667E+17,Casa grande de 3 habitaciones y 2 baños.,Apartotel,Alojamiento entero,Samaná,65,6,3,No encontrado,2,0,3,4,4,4.3,4.3,5,5,4,0,0,0,0
9.75541E+17,Apartamento con encanto en zona colonial,Apartamento,Alojamiento entero,Santo Domingo,84,2,1,No encontrado,1,1,24,4.83,4.9,4.8,4.9,5,4.7,4.7,0,1,1,1
51081917,Alegre 3 - 5 dormitorios con una piscina.,Hotel,Alojamiento entero,Puerto Plata,142,3,3,No encontrado,3,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,0
47008390,"Relax apto 2BdR, 202E , Tepuy Juan Dolio",Apartamento,Alojamiento entero,Juan Dolio,75,4,2,2,2,0,19,4.84,4.8,5,4.9,4.8,4.7,5,0,1,1,1
1.14736E+18,Complejo turístico todo incluido en Punta Cana,Hotel,Habitación,Punta Cana,549,6,2,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,1,0,0
7.93542E+17,"Villa de 4 dormitorios en residencia cerrada, piscina privada",Casa,Alojamiento entero,Puerto Plata,320,9,4,4,4,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
5.49301E+17,Elegante Cielo Azul con Vista al Horizonte,Apartamento,Alojamiento entero,Juan Dolio,No encontrado,2,1,1,1,1,No encontrado,No encontrado,4.8,4.8,4.9,5,5,5,1,0,1,1
32362934,Apartamento J.b en el corazón de la zona colonial,Apartamento,Alojamiento entero,Santo Domingo,35,2,1,1,1,0,72,4.75,4.8,4.7,4.8,4.8,4.8,4.7,1,1,0,1
8.60235E+17,casa de alquiler,Hotel,Alojamiento entero,Samaná,69,6,2,3,2,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
5.65754E+17,Tranquilo dormitorio con porche en el jardín y la piscina (#1),Apartamento,Habitación,Puerto Plata,30,No encontrado,No encontrado,1,No encontrado,1,16,4.81,4.7,5,5,4.9,4.8,4.9,0,0,1,0
1.14519E+18,Encanto costero en el este,Alojamiento,Alojamiento entero,Juan Dolio,No encontrado,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
9.89228E+17,Suite VIP de lujo,Apartamento,Alojamiento entero,Puerto Plata,232,4,2,4,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,1,0,1,0
5.92229E+17,Nuevo Apartamento de 3 ?? Playas. WIFI RÁPIDO ??,Casa,Alojamiento entero,Puerto Plata,30,2,1,No encontrado,1,1,No encontrado,No encontrado,5,5,5,5,5,5,0,1,0,0
6.1464E+17,villa alegre - carritos de golf incluidos - 4BR,Apartamento,Alojamiento entero,La Romana,1850,10,4,5,No encontrado,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,0
9.73233E+17,Acogedor estudio Sosua - Unidad #8,Apartotel,Alojamiento entero,Puerto Plata,28,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
1.01521E+18,Apartamento Ocean Palms,Apartotel,Alojamiento entero,Puerto Plata,72,2,1,1,1,0,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,1,1
45481177,Estudio de confort en la zona colonial,Hotel,Alojamiento entero,Santo Domingo,39,2,1,No encontrado,1,0,145,4.68,4.8,4.8,4.8,4.9,4.7,4.7,1,1,0,0
7.80587E+17,"Villa de 3 dormitorios con piscina privada, apta para huéspedes",Apartamento,Alojamiento entero,Puerto Plata,299,7,3,3,2,1,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,No encontrado,0,0,0,1
37710392,FrentePlaya| CamaKing| Privado| Jacuzzi|CocinaFul,Hotel,Alojamiento entero,Juan Dolio,139,4,2,3,2,0,50,4.62,4.5,4.8,4.9,4.6,4.9,4.7,1,1,1,0
9.76747E+17,Bonito apartamento con parqueo,Casa,Alojamiento entero,Puerto Plata,49,4,2,2,1,1,11,4.82,4.8,4.6,4.9,4.9,4.5,4.6,1,1,1,0
